play_id,title,speaker,length,description,play_link
11716,The Spirit of the Bronx,Matthew Mercier,06:43,A man has a séance to contact Edgar Allen Poe.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11716
11705,Out of Print,Kevin Wilson,05:36,Kevin's first love rewrites his poems and musings on onion skin as a gift and binds them together into the novel that wasn't.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11705
11698,The Hidden Folder,Jessie N,04:37,A slide show on a family trip goes awry,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11698
11695,Mom and Me,Eve Plumb,12:14,Eve Plumb reflects on the real-life and TV families from her childhood.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11695
11692,Way Down In The Hole,Peter Aguero,08:24,Peter and his wife have an unsettling encounter at the Renaissance Fair.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11692
11665,Elevator to Salvation,Brad Lawrence,13:19,A young boy learns to see past his sins after being exorcised.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11665
11662,Girl in the Fruit Shop,Tony Birch,11:57,A rebellious teen copes with an abusive father and his crush on the girl from the fruit stand.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11662
11631,"Fear, Fanaticism, and Dr. Footlights",Adrienne Truscott,13:04,A performance artist receives a death threat.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11631
11590,Ready or Not,Carlos Kotkin,14:13,A man becomes a father sooner than expected.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11590
11588,Eye of the Beholden,Tracy Rowland,07:43,A woman dates a musician who has a dependent relationship with a life coach.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11588
11561,How to Say It,Bess Stillman,07:22,Bess Stillman is an ER doc whose patient has multiple gunshot wounds.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11561
11557,Grandma’s Ghosts,Pam Colby,05:51,Pam Colby connects with her grandmother in Minneapolis.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11557
11555,Bullshit Repellant,Tony Cyprien,04:53,Tony Cyprien spends 26 years in prison.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11555
11553,To Bid or Not to Bid,Steve Zimmer,06:08,Steve Zimmer gets into a high stakes ebay bidding war.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11553
11550,My Unlikely Brothers,Pam Burrell,05:52,Pamela Burrell is a college student who volunteers at a prison.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11550
11546,I Don’t Have To,Vivienne Andersen,06:40,Vivienne Anderson is a trans teen.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11546
11544,A Hard Truth,Fred Johnson,06:10,"When I walked out of the Jeffersonville City jail, I knew one thing for certain. My wife was going to be pissed.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11544
11503,Leaping Forward,Cybele Abbett,11:05,Cybele Abbett faces a unique parenting challenge.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11503
11498,A Man of Peace,Shaykh Dr. Muhammad Umar Al-Qadri,13:52,Shaykh Umar memorizes an entire religious text and only later comes to understand its deeper meaning.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11498
11494,Greener Grass,Jane Green,14:04,Jane Green is flattered by the attention of a handsome young writer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11494
11490,Joy,Ashok Ramasubramanian,05:10,Ashok Ramasubramanian learns the joy of sharing.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11490
11441,Data Mining for Dates,Chris McKinlay,15:31,Chris McKinlay uses his computing skills to find a date on OkCupid.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11441
11437,Signature Scent,Carol Leifer,12:02,"Carol Leifer is put in a panic when her ""signature scent"" is discontinued.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11437
11432,Honor Guard and The White Pot,Adrian Estrada,06:02,"Adrian Estrada, an Air Force veteran, describes what it's like to be a member of The Honor Guard.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11432
11424,Dancing at Joe's,Vicki Juditz,05:31,Vicki Juditz seeks distraction but finds so much more in a swing dancing community.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11424
11394,East Joins West,Paul Binder,13:51,"Paul Binder, Founder of The Big Apple Circus, imports some amazing acrobats from communist China during turbulent times.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11394
11392,That Thing on My Arm,Padma Lakshmi,14:58,Padma Lakshmi has an accident on the way home from the hospital that gives her a giant scar on her arm.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11392
11341,Catholic School Dropout,Mary Navarre,10:30,"A Catholic school dropout finds her calling as a teacher and, eventually, a Catholic nun.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11341
11309,Unicorn Tattoo,Angela Lush,06:48,A woman decides to rebel against her family by getting a tattoo.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11309
11307,Little Lonely Bird,TJ McDonald,06:37,A New Zealander visits America only to discover he's completely out of place.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11307
11224,S&M&Mom&Dad,Shalom Auslander,15:13,A son uncovers his father’s collection of pornography.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11224
11222,Demon of the Past,Jeannette Walls,12:43,A woman learns to embrace her past.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11222
11196,To Have and to Howl,Aaron Wolfe,06:07,Aaron Wolfe wants to prove to his wife that he is an adventurous and exciting person.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11196
11193,Adventures without Borders,Tony Wheeler,12:49,The founder of Lonely Planet's daughter has a near death experience.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11193
11060,The Advanced Beginner,Mary Coomer,11:02,Mary Furlong Coomer falls in love with flamenco as a little girl.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11060
11033,It’s the Thought That Counts,Todd Shaffer,05:42,Todd Shafer threw his wife the surprise party she never wanted.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11033
11030,Water Color,Raymond Christian,04:17,Ray Christian is underestimated at Boy Scout.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11030
11028,Speeding to Bible Study,Daniel Judson,06:18,Daniel Judson is a rabbi busted for speeding.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11028
11026,A Phone Call,Auburn Sandstrom,10:44,Auburn Sandstrom is in a dire situation and makes a call for help.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11026
10968,Lady Tremaine,Brie Mann-Hernandez,06:38,A young woman who is convinced that her step-grandmother must be evil is furious when all her attempts to “break her” fail.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10968
10965,The Prom,Dante Jackson,05:45,Dante Jackson comes out of his shell at his 8th grade prom.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10965
10909,The Detour,Catherine Smyka,06:06,A woman tries to avoid a hard conversation with her dad but then gets stuck on a road detour.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10909
10797,Beneath the Mushroom Cloud,Clifton Truman Daniel,11:51,Clifton Truman Daniel joins bomb victims in Nagasaki.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10797
10821,Labor of Love,Nestor Gomez,05:04,Nestor Gomez tries to teach his children about fiscal responsibility by putting them to work on a grueling job.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10821
10817,Three Months,Glenn Rockowitz,12:14,Glenn Rockowitz gets harrowing news on the eve of the birth of his son.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10817
10814,Forgiven,Karen Jones,05:29,Karen Jones discovers that her father’s lifelong depression is related to his time as a soldier at The Battle of the Bulge.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10814
10762,Go the F*ck to Sleep,Adam Mansbach,14:09,"After writing Go The Fuck To Sleep, Adam is propelled into a media spotlight he is not ready for.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10762
10759,Not on the Usual Tour,Jon Lovett,08:46,A presidential speechwriter doesn't agree with what he's asked to write.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10759
10550,The Curse,Dame Wilburn,14:00,Dame Wilburn is told that she is cursed and decides to try and lift the curse herself.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10550
10547,Go in Peace,Tina Zimmerman,12:37,Tina Zimmerman is on the cusp of empty-nest syndrome when an accident helps her decide that she wants to become a minister.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10547
10543,"Sam, Me and Oscar the Grouch",Eddie Hejka,05:49,Eddie Hejka’s son Sammy is autistic and very determined to meet Oscar the Grouch.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10543
10541,The Triangle Shirtwaist Connection,Michelle Fecteau,07:14,Michelle Fecteau is working at The Triangle Shirtwaist Fire Museum when she meets an enthusiastic history buff on a pilgrimage with no place to stay.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10541
10514,Undercover in North Korea with its Future Leaders,Suki Kim,17:22,Suki Kim is a journalist who risks her life posing as a teacher in an elite North Korean school.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10514
10512,The Most Hated Man in Australia,Dan Ilic,13:40,"Dan Illic does a parody of an Australian tragedy that some felt was definitely ""too soon.""",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10512
10510,The Hat,Omar Musa,11:37,Omar Musa travels to Malaysia and finds his roots.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10510
10456,The Call of The Wild,Bokara Legendre,16:30,A girl grows up on a safari.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10456
10418,Like Tears in Rain,Clementine Ford,14:06,A young woman learns that her mother is facing a deadly illness.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10418
10416,The Right To Bear Your Soul,John DeVore,10:27,A man tells us about the last lesson his father taught him.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10416
10405,A Family of My Own,Melissa Rodriguez,16:11,Melissa Rodriguez grew up a foster child and then has a child of her own.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10405
10403,A Mother Can’t Wait,Connie Mudenda,04:40,HIV Counselor and new mother Connie Mudenda learns firsthand what it feels like to wait for a infant’s test results.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10403
10401,Stung,Matthew Dicks,06:14,Matthew Dicks has an allergic reaction to a bee sting and needs his mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10401
10399,The Solo,Catherine Palmer,05:36,Catherine Palmer tries to micromanage her son at a school concert.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10399
10397,The Contact Lens,Chrissie Graham,04:53,Chrissie Graham is a nerdy girl who needs contacts and promptly loses one.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10397
10365,"New, French and Downtown",Drew Nieporent,11:13,A new restauranteur agonizes to please a food critic.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10365
10359,Justice Served,Steve Barnes,13:57,A local restaurant reviewer is targeted by a disgruntled restaurant owner.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10359
10326,The Spy Who Loved Me,Noreen Riols,15:22,Noreen Riols is recruited into the world of Secret Agents on special missions during WWII.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10326
10321,A Mother’s Journey,Catherine Cross,12:15,Catherine Cross finds herself conflicted when her young daughter faces an identity crisis.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10321
10316,All At Sea,Tim FitzHigham,17:15,Tim FitzHigham is a record breaking adventurer who sets off to cross the English Channel in a bath.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10316
10213,Soft Science?,Deirdre Bowen,05:44,Deirdre Bowen tells a story of competing in her school’s science fair and her struggles to impress her scientist father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10213
10208,The Princess and the Queen,Robin Frankel,07:04,"Robin Frankel attends the Nobel Ceremony in Stockholm, Sweden as the guest of a Nobel Laureate.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10208
10205,Ralph Was Right,Sarah Schlesinger,15:58,Immunologist Sarah Schlesinger must try to save her mentor's life with his own work in cellular immunity.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10205
10186,"The Met, Mrs. Vreeland, and Me",Andrew Solomon,14:05,An awkward teenager flourishes in the glamour of the the Metropolitan Museum.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10186
10184,The Chicken Vanishes,Calvin Trillin,10:23,A Chinatown chicken plays tic-tac-toe.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=10184
9905,The Promise,Matthew Dicks,06:28,Matthew Dicks tries to keep a promise to his high school sweetheart.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9905
9902,My Guy,Carolyn Martin,09:09,Sister Carolyn Martin commits herself to a love greater than any other.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9902
9899,I Can Die Now,Aryana Rose,07:29,A woman falls in love with a man over a decade younger than her.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9899
9896,360 Beats Per Minute,Isobel Connelly,06:32,Isobel Connelly discovers she has a heart condition at age six.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9896
9892,Unsilenced,Lebo Moletsane,06:35,"Lebo Moletsane, a teacher in rural South Africa, speaks up in defense of one of her female students.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9892
9889,The Game Changer,Monica Cheru-Mpambawashe,03:35,Monica sees that her parents' fridge is empty and realizes that she must take responsibility for their care.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9889
9886,Grandmother's Lesson,Ruth Adong,03:04,Ruth discovers the truth behind her family's strict eating habits.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9886
9872,One Voice,Kusum Thapa,07:57,Kusum Thapa decides to stand up for a girl who was a victim of sexual violence.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9872
9868,Swimmingly,Cal Wilson,05:50,Cal Wilson is inspired by her five year old son to take swimming lessons.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=9868
